row_num,timestamp,date,time_utc,temp_dht,temp_ds18,temp_delta,humidity,soil_moisture,co2,light_intensity,heat_index,vpd_kpa,fan_state,pump_state,sensor_source,ds_status
188,1781477427.020,2026-06-14,22:50:27,33.99,34.38,0.39,23.15,27.16,345.7,3911.3,32.28,4.086,OFF,OFF,simulator,ok
189,1781477432.020,2026-06-14,22:50:32,33.1,32.62,0.48,24.98,27.89,338.8,4070.6,31.49,3.795,OFF,OFF,simulator,ok
190,1781477437.020,2026-06-14,22:50:37,34.37,33.68,0.69,25.2,28.34,333.1,3696.8,32.99,4.062,OFF,OFF,simulator,ok
191,1781477442.022,2026-06-14,22:50:42,34.05,33.97,0.08,26.45,30.33,346.8,3828.2,32.78,3.923,OFF,OFF,simulator,ok
192,1781477447.022,2026-06-14,22:50:47,34.28,33.9,0.38,24.62,26.04,344.3,4030.2,32.8,4.073,OFF,OFF,simulator,ok
193,1781477452.023,2026-06-14,22:50:52,33.98,33.36,0.62,24.63,26.54,347.0,3830.3,32.45,4.005,OFF,OFF,simulator,ok
194,1781477457.023,2026-06-14,22:50:57,33.68,34.17,0.49,25.36,28.99,343.2,3671.1,32.19,3.9,OFF,OFF,simulator,ok
195,1781477462.024,2026-06-14,22:51:02,34.15,34.42,0.27,24.02,27.43,330.7,3715.2,32.57,4.075,OFF,OFF,simulator,ok
196,1781477467.025,2026-06-14,22:51:07,33.64,34.58,0.94,22.54,33.38,363.0,3595.6,31.82,4.038,OFF,OFF,simulator,ok
197,1781477472.025,2026-06-14,22:51:12,34.08,34.45,0.37,22.57,30.82,343.7,3779.2,32.31,4.137,OFF,OFF,simulator,ok
198,1781477477.026,2026-06-14,22:51:17,33.9,33.98,0.08,25.06,27.83,345.9,3857.4,32.41,3.964,OFF,OFF,simulator,ok
199,1781477482.029,2026-06-14,22:51:22,33.47,33.16,0.31,24.12,32.45,328.3,3574.8,31.81,3.919,OFF,OFF,simulator,ok
200,1781477487.034,2026-06-14,22:51:27,33.96,33.91,0.05,21.77,31.21,342.8,3814.0,32.09,4.152,OFF,OFF,simulator,ok
201,1781477492.034,2026-06-14,22:51:32,34.07,34.32,0.25,23.54,28.09,353.9,3923.0,32.42,4.083,OFF,OFF,simulator,ok
202,1781477497.036,2026-06-14,22:51:37,33.94,33.58,0.36,24.51,29.17,322.1,3669.8,32.39,4.002,OFF,OFF,simulator,ok
203,1781477502.035,2026-06-14,22:51:42,33.74,33.7,0.04,22.8,29.11,343.3,3902.5,31.96,4.047,OFF,OFF,simulator,ok
204,1781477507.036,2026-06-14,22:51:47,34.35,34.3,0.05,23.82,27.96,343.4,3902.9,32.78,4.132,OFF,OFF,simulator,ok
205,1781477512.037,2026-06-14,22:51:52,33.91,33.96,0.05,22.33,27.47,327.7,4150.9,32.1,4.111,OFF,OFF,simulator,ok
206,1781477517.039,2026-06-14,22:51:57,34.06,33.82,0.24,23.32,33.34,331.6,3717.5,32.38,4.092,OFF,OFF,simulator,ok
207,1781477522.038,2026-06-14,22:52:02,34.6,34.25,0.35,22.63,31.65,332.1,3580.7,32.91,4.255,OFF,OFF,simulator,ok
208,1781477527.039,2026-06-14,22:52:07,33.2,33.53,0.33,22.61,26.39,331.6,3746.8,31.36,3.937,OFF,OFF,simulator,ok
209,1781477532.042,2026-06-14,22:52:12,33.78,33.77,0.01,25.12,31.95,337.3,3752.1,32.28,3.935,OFF,OFF,simulator,ok
210,1781477537.043,2026-06-14,22:52:17,33.54,33.2,0.34,24.26,29.05,338.1,3929.4,31.9,3.927,OFF,OFF,simulator,ok
211,1781477542.042,2026-06-14,22:52:22,33.89,33.47,0.42,21.94,27.52,364.1,3939.9,32.03,4.127,OFF,OFF,simulator,ok
212,1781477547.043,2026-06-14,22:52:27,34.32,34.56,0.24,24.02,29.12,342.1,3564.9,32.77,4.114,OFF,OFF,simulator,ok
213,1781477552.043,2026-06-14,22:52:32,33.74,33.75,0.01,21.35,27.67,313.0,3835.0,31.81,4.123,OFF,OFF,simulator,ok
214,1781477557.044,2026-06-14,22:52:37,34.5,34.04,0.46,25.74,30.85,314.9,3652.2,33.23,4.061,OFF,OFF,simulator,ok
215,1781477562.044,2026-06-14,22:52:42,34.26,34.2,0.06,23.1,29.52,316.1,3709.6,32.58,4.15,OFF,OFF,simulator,ok
216,1781477567.046,2026-06-14,22:52:47,34.41,34.52,0.11,22.98,25.66,332.1,3837.2,32.74,4.191,OFF,OFF,simulator,ok
217,1781477572.046,2026-06-14,22:52:52,34.43,34.78,0.35,25.57,27.84,350.8,3795.6,33.12,4.055,OFF,OFF,simulator,ok
218,1781477577.045,2026-06-14,22:52:57,34.07,33.85,0.22,24.26,30.03,330.6,3992.1,32.51,4.045,OFF,OFF,simulator,ok
219,1781477582.046,2026-06-14,22:53:02,34.45,34.94,0.49,23.74,28.99,345.5,3872.5,32.89,4.159,OFF,OFF,simulator,ok
220,1781477587.047,2026-06-14,22:53:07,34.36,33.74,0.62,26.11,29.87,332.9,4000.1,33.12,4.01,OFF,OFF,simulator,ok
221,1781477592.048,2026-06-14,22:53:12,34.37,33.86,0.51,24.67,27.56,332.6,3980.3,32.92,4.09,OFF,OFF,simulator,ok
222,1781477597.050,2026-06-14,22:53:17,34.37,34.2,0.17,24.72,26.68,329.9,4127.5,32.92,4.088,OFF,OFF,simulator,ok
223,1781477602.050,2026-06-14,22:53:22,34.34,33.92,0.42,21.24,28.49,354.3,3981.9,32.45,4.269,OFF,OFF,simulator,ok
224,1781477607.050,2026-06-14,22:53:27,34.09,33.86,0.23,24.82,24.45,328.5,3847.4,32.6,4.019,OFF,OFF,simulator,ok
225,1781477612.053,2026-06-14,22:53:32,34.12,34.65,0.53,27.04,30.57,336.3,3952.8,32.96,3.907,OFF,ON,simulator,ok
226,1781477617.052,2026-06-14,22:53:37,34.14,33.55,0.59,23.13,30.39,354.6,3831.4,32.45,4.121,OFF,OFF,simulator,ok
227,1781477622.052,2026-06-14,22:53:42,33.72,33.26,0.46,24.41,27.53,333.5,3843.3,32.12,3.959,OFF,OFF,simulator,ok
228,1781477627.055,2026-06-14,22:53:47,33.95,34.02,0.07,24.0,30.17,314.9,3695.8,32.34,4.031,OFF,OFF,simulator,ok
229,1781477632.056,2026-06-14,22:53:52,33.73,35.15,1.42,24.68,26.58,334.5,4088.9,32.17,3.947,OFF,OFF,simulator,ok
230,1781477637.055,2026-06-14,22:53:57,33.73,33.87,0.14,26.42,29.79,327.9,3798.3,32.39,3.855,OFF,OFF,simulator,ok
231,1781477642.057,2026-06-14,22:54:02,34.03,33.94,0.09,28.28,26.7,340.0,4110.9,33.04,3.821,OFF,OFF,simulator,ok
232,1781477647.058,2026-06-14,22:54:07,34.39,34.25,0.14,26.11,29.04,321.1,4115.8,33.15,4.017,OFF,OFF,simulator,ok
233,1781477652.060,2026-06-14,22:54:12,34.06,33.92,0.14,23.08,27.62,348.3,4076.6,32.35,4.105,OFF,OFF,simulator,ok
234,1781477657.059,2026-06-14,22:54:17,34.3,34.7,0.4,26.19,27.02,341.6,4118.9,33.05,3.992,OFF,OFF,simulator,ok
235,1781477662.060,2026-06-14,22:54:22,34.36,33.5,0.86,25.7,30.32,332.4,4075.2,33.05,4.032,OFF,OFF,simulator,ok
236,1781477667.061,2026-06-14,22:54:27,33.85,33.54,0.31,22.72,31.45,331.4,4117.9,32.07,4.077,OFF,OFF,simulator,ok
237,1781477672.063,2026-06-14,22:54:32,34.27,34.06,0.21,25.66,29.75,365.9,4213.8,32.94,4.014,OFF,OFF,simulator,ok
238,1781477677.063,2026-06-14,22:54:37,34.29,35.03,0.74,25.59,27.7,323.3,3880.1,32.95,4.022,OFF,OFF,simulator,ok
239,1781477682.063,2026-06-14,22:54:42,34.17,34.21,0.04,25.0,33.66,334.1,3905.0,32.72,4.027,OFF,OFF,simulator,ok
240,1781477687.064,2026-06-14,22:54:47,34.34,34.41,0.07,23.52,27.73,348.3,3886.1,32.73,4.146,OFF,OFF,simulator,ok
241,1781477692.065,2026-06-14,22:54:52,34.42,34.36,0.06,25.14,29.78,329.8,3997.3,33.05,4.076,OFF,OFF,simulator,ok
242,1781477697.065,2026-06-14,22:54:57,34.16,33.99,0.17,25.6,32.89,330.0,4093.7,32.8,3.993,OFF,OFF,simulator,ok
243,1781477702.066,2026-06-14,22:55:02,34.66,35.16,0.5,22.5,32.77,337.4,3933.9,32.97,4.276,OFF,OFF,simulator,ok
244,1781477707.067,2026-06-14,22:55:07,33.95,34.07,0.12,24.34,29.1,357.8,3839.2,32.38,4.013,OFF,OFF,simulator,ok
245,1781477712.067,2026-06-14,22:55:12,33.6,33.84,0.24,19.65,25.23,349.8,4199.0,31.52,4.18,OFF,OFF,simulator,ok
246,1781477717.067,2026-06-14,22:55:17,33.7,33.86,0.16,25.47,31.36,333.5,3830.6,32.23,3.899,ON,OFF,simulator,ok
247,1781477722.068,2026-06-14,22:55:22,33.9,33.4,0.5,24.14,29.22,338.6,3838.2,32.29,4.013,OFF,OFF,simulator,ok
248,1781477727.069,2026-06-14,22:55:27,34.07,33.62,0.45,25.69,29.12,350.9,3765.7,32.7,3.968,OFF,OFF,simulator,ok
249,1781477732.069,2026-06-14,22:55:32,33.76,32.95,0.81,23.24,27.86,340.1,3743.1,32.03,4.029,OFF,OFF,simulator,ok
250,1781477737.070,2026-06-14,22:55:37,34.3,33.41,0.89,23.24,31.79,323.9,4372.5,32.64,4.152,OFF,OFF,simulator,ok
251,1781477742.070,2026-06-14,22:55:42,33.75,33.47,0.28,24.12,28.69,339.2,3780.4,32.12,3.98,OFF,OFF,simulator,ok
252,1781477747.071,2026-06-14,22:55:47,34.1,34.19,0.09,22.59,30.07,351.5,3813.1,32.34,4.141,OFF,OFF,simulator,ok
253,1781477752.072,2026-06-14,22:55:52,34.52,34.3,0.22,22.57,26.35,327.8,3832.9,32.81,4.239,OFF,OFF,simulator,ok
254,1781477757.073,2026-06-14,22:55:57,34.47,34.62,0.15,26.13,31.97,343.5,3728.4,33.26,4.033,OFF,OFF,simulator,ok
255,1781477762.074,2026-06-14,22:56:02,33.45,33.37,0.08,24.39,28.68,346.3,3950.9,31.81,3.9,OFF,OFF,simulator,ok
256,1781477767.074,2026-06-14,22:56:07,34.24,33.97,0.27,25.23,30.57,340.3,3878.2,32.84,4.031,OFF,OFF,simulator,ok
257,1781477772.077,2026-06-14,22:56:12,34.38,34.93,0.55,25.58,32.01,324.8,4012.6,33.06,4.043,OFF,OFF,simulator,ok
258,1781477777.076,2026-06-14,22:56:17,34.01,33.56,0.45,22.28,28.2,373.4,3758.7,32.2,4.136,OFF,OFF,simulator,ok
259,1781477782.077,2026-06-14,22:56:22,33.84,34.67,0.83,24.94,33.5,318.8,3928.8,32.33,3.957,OFF,OFF,simulator,ok
260,1781477787.077,2026-06-14,22:56:27,33.92,33.89,0.03,25.87,32.17,358.3,4155.2,32.54,3.926,OFF,OFF,simulator,ok
261,1781477792.080,2026-06-14,22:56:32,34.2,34.22,0.02,24.28,31.58,344.0,4045.6,32.66,4.073,OFF,OFF,simulator,ok
262,1781477797.081,2026-06-14,22:56:37,34.36,34.18,0.18,26.96,29.48,341.5,3944.0,33.25,3.964,OFF,OFF,simulator,ok
263,1781477802.080,2026-06-14,22:56:42,34.51,33.9,0.61,25.33,30.41,346.2,4055.5,33.18,4.086,OFF,OFF,simulator,ok
264,1781477807.083,2026-06-14,22:56:47,33.55,33.25,0.3,24.33,30.51,335.0,4029.7,31.92,3.925,OFF,OFF,simulator,ok
265,1781477812.081,2026-06-14,22:56:52,33.13,33.21,0.08,25.14,27.08,345.9,4120.8,31.54,3.793,OFF,OFF,simulator,ok
266,1781477817.082,2026-06-14,22:56:57,34.49,34.48,0.01,23.5,23.81,365.2,4272.4,32.9,4.182,OFF,OFF,simulator,ok
267,1781477822.082,2026-06-14,22:57:02,33.73,33.92,0.19,24.86,28.76,351.6,4253.0,32.19,3.937,OFF,ON,simulator,ok
268,1781477827.082,2026-06-14,22:57:07,34.23,34.81,0.58,25.27,30.55,325.7,4133.3,32.83,4.026,OFF,OFF,simulator,ok
269,1781477832.084,2026-06-14,22:57:12,34.37,34.81,0.44,27.21,29.45,323.6,3855.1,33.3,3.952,OFF,OFF,simulator,ok
270,1781477837.083,2026-06-14,22:57:17,34.3,34.77,0.47,23.95,27.66,348.7,4270.7,32.74,4.113,OFF,OFF,simulator,ok
271,1781477842.084,2026-06-14,22:57:22,33.75,34.05,0.3,25.1,25.92,348.1,4041.6,32.24,3.929,OFF,OFF,simulator,ok
272,1781477847.084,2026-06-14,22:57:27,34.61,34.35,0.26,25.35,31.27,353.6,4048.1,33.31,4.108,OFF,OFF,simulator,ok
273,1781477852.084,2026-06-14,22:57:32,34.13,34.23,0.1,23.7,29.94,372.7,4106.2,32.51,4.088,OFF,OFF,simulator,ok
274,1781477857.085,2026-06-14,22:57:37,33.57,33.46,0.11,24.88,28.2,351.0,4254.2,32.01,3.901,OFF,OFF,simulator,ok
275,1781477862.086,2026-06-14,22:57:42,33.99,33.87,0.12,24.39,30.98,356.9,3697.8,32.43,4.02,OFF,OFF,simulator,ok
276,1781477867.086,2026-06-14,22:57:47,33.66,33.97,0.31,24.45,28.14,320.4,4121.8,32.06,3.943,OFF,OFF,simulator,ok
277,1781477872.087,2026-06-14,22:57:52,34.5,34.67,0.17,23.8,25.96,345.4,4002.6,32.95,4.167,OFF,OFF,simulator,ok
278,1781477877.088,2026-06-14,22:57:57,33.9,33.27,0.63,24.83,31.4,353.3,4095.4,32.38,3.976,OFF,OFF,simulator,ok
279,1781477882.088,2026-06-14,22:58:02,33.5,33.93,0.43,23.12,30.41,339.1,4090.0,31.73,3.977,OFF,OFF,simulator,ok
280,1781477887.089,2026-06-14,22:58:07,34.33,35.06,0.73,24.31,29.96,346.5,3918.6,32.82,4.101,OFF,OFF,simulator,ok
281,1781477892.090,2026-06-14,22:58:12,34.26,34.51,0.25,24.36,29.93,346.6,4156.3,32.74,4.082,OFF,OFF,simulator,ok
282,1781477897.089,2026-06-14,22:58:17,34.69,34.58,0.11,24.59,27.36,334.4,4069.5,33.29,4.168,OFF,OFF,simulator,ok
283,1781477902.090,2026-06-14,22:58:22,33.54,34.06,0.52,23.97,31.29,351.8,4415.3,31.87,3.942,OFF,OFF,simulator,ok
284,1781477907.096,2026-06-14,22:58:27,33.79,34.28,0.49,26.12,33.61,316.5,4092.4,32.42,3.884,OFF,OFF,simulator,ok
285,1781477912.091,2026-06-14,22:58:32,34.39,34.37,0.02,26.79,26.42,354.3,3877.0,33.26,3.98,OFF,OFF,simulator,ok
286,1781477917.094,2026-06-14,22:58:37,33.69,33.71,0.02,25.74,29.56,350.2,3787.2,32.25,3.882,OFF,OFF,simulator,ok
287,1781477922.095,2026-06-14,22:58:42,33.8,33.16,0.64,24.21,29.41,344.9,4249.0,32.19,3.987,OFF,OFF,simulator,ok
288,1781477927.095,2026-06-14,22:58:47,34.14,34.77,0.63,24.37,29.24,330.2,4332.3,32.6,4.054,OFF,OFF,simulator,ok
289,1781477932.096,2026-06-14,22:58:52,34.38,34.13,0.25,23.26,28.15,362.7,3992.2,32.74,4.169,OFF,OFF,simulator,ok
290,1781477937.097,2026-06-14,22:58:57,34.17,34.61,0.44,27.52,32.92,351.2,4018.9,33.1,3.892,OFF,OFF,simulator,ok
291,1781477942.098,2026-06-14,22:59:02,34.03,34.35,0.32,27.59,31.89,351.4,3938.5,32.93,3.858,OFF,OFF,simulator,ok
292,1781477947.099,2026-06-14,22:59:07,34.1,34.5,0.4,22.75,29.38,337.2,3771.7,32.36,4.132,OFF,OFF,simulator,ok
293,1781477952.099,2026-06-14,22:59:12,34.58,34.88,0.3,24.48,32.85,344.9,4595.1,33.14,4.149,OFF,OFF,simulator,ok
294,1781477957.101,2026-06-14,22:59:17,33.55,33.24,0.31,21.77,29.98,358.5,4009.5,31.65,4.058,OFF,OFF,simulator,ok
295,1781477962.102,2026-06-14,22:59:22,34.56,34.64,0.08,23.72,28.08,354.8,4132.6,33.01,4.186,OFF,OFF,simulator,ok
296,1781477967.103,2026-06-14,22:59:27,34.23,34.37,0.14,26.1,29.54,346.3,4021.5,32.95,3.982,OFF,OFF,simulator,ok
297,1781477972.104,2026-06-14,22:59:32,34.1,34.2,0.1,25.34,30.28,347.6,4223.0,32.69,3.994,OFF,OFF,simulator,ok
298,1781477977.105,2026-06-14,22:59:37,34.64,34.98,0.34,26.76,26.89,340.9,4265.4,33.57,4.037,OFF,OFF,simulator,ok
299,1781477982.106,2026-06-14,22:59:42,34.44,34.28,0.16,27.72,30.99,341.9,4372.0,33.48,3.94,OFF,OFF,simulator,ok
300,1781477987.108,2026-06-14,22:59:47,33.71,33.45,0.26,29.24,32.09,351.9,4015.8,32.78,3.704,OFF,OFF,simulator,ok
301,1781477992.106,2026-06-14,22:59:52,34.05,34.39,0.34,26.48,27.53,344.3,4133.7,32.79,3.922,OFF,OFF,simulator,ok
302,1781477997.107,2026-06-14,22:59:57,34.3,33.56,0.74,26.44,28.84,333.7,4313.0,33.09,3.979,OFF,OFF,simulator,ok
303,1781478002.108,2026-06-14,23:00:02,34.3,34.18,0.12,24.38,28.53,358.0,4070.5,32.79,4.09,OFF,OFF,simulator,ok
304,1781478007.110,2026-06-14,23:00:07,34.06,34.48,0.42,23.92,27.89,361.5,4079.0,32.45,4.06,OFF,OFF,simulator,ok
305,1781478012.109,2026-06-14,23:00:12,33.85,33.42,0.43,22.92,29.6,363.0,4163.6,32.1,4.066,OFF,OFF,simulator,ok
306,1781478017.111,2026-06-14,23:00:17,34.3,34.35,0.05,24.73,28.15,372.4,3961.6,32.84,4.071,OFF,OFF,simulator,ok
307,1781478022.109,2026-06-14,23:00:22,34.65,35.14,0.49,26.4,34.01,360.3,3864.0,33.53,4.059,OFF,OFF,simulator,ok
308,1781478027.111,2026-06-14,23:00:27,34.33,34.11,0.22,26.7,26.32,340.8,4399.9,33.17,3.971,OFF,OFF,simulator,ok
309,1781478032.149,2026-06-14,23:00:32,33.98,35.03,1.05,23.85,31.7,369.9,4235.3,32.35,4.046,OFF,OFF,simulator,ok
310,1781478037.151,2026-06-14,23:00:37,34.05,33.93,0.12,24.86,28.43,362.4,4070.0,32.56,4.008,OFF,OFF,simulator,ok
311,1781478042.150,2026-06-14,23:00:42,34.21,35.05,0.84,23.95,28.57,357.4,4206.2,32.63,4.093,OFF,OFF,simulator,ok
312,1781478047.154,2026-06-14,23:00:47,34.41,34.27,0.14,24.05,32.98,341.6,4170.8,32.88,4.133,OFF,OFF,simulator,ok
313,1781478052.151,2026-06-14,23:00:52,34.32,33.85,0.47,27.25,28.68,374.9,4228.4,33.24,3.939,OFF,OFF,simulator,ok
314,1781478057.152,2026-06-14,23:00:57,34.28,35.1,0.82,24.97,26.74,356.5,3998.5,32.85,4.054,OFF,OFF,simulator,ok
315,1781478062.154,2026-06-14,23:01:02,33.66,33.64,0.02,24.43,26.58,348.8,4344.1,32.05,3.944,OFF,OFF,simulator,ok
316,1781478067.153,2026-06-14,23:01:07,33.85,33.59,0.26,23.31,26.79,352.8,4222.8,32.14,4.045,OFF,OFF,simulator,ok
317,1781478072.155,2026-06-14,23:01:12,33.92,33.83,0.09,27.36,31.08,349.6,4242.4,32.76,3.847,OFF,OFF,simulator,ok
318,1781478077.156,2026-06-14,23:01:17,34.21,35.18,0.97,24.27,28.79,347.7,4006.9,32.67,4.076,OFF,OFF,simulator,ok
319,1781478082.161,2026-06-14,23:01:22,34.18,33.97,0.21,26.09,29.47,365.7,4155.2,32.89,3.971,OFF,OFF,simulator,ok
320,1781478087.161,2026-06-14,23:01:27,34.35,34.45,0.1,26.58,26.05,336.3,4052.9,33.18,3.982,OFF,OFF,simulator,ok
321,1781478092.168,2026-06-14,23:01:32,34.32,34.58,0.26,23.5,29.66,357.0,4398.4,32.7,4.142,OFF,OFF,simulator,ok
322,1781478097.166,2026-06-14,23:01:37,34.82,34.92,0.1,24.7,33.16,358.8,4008.3,33.47,4.192,OFF,OFF,simulator,ok
323,1781478102.165,2026-06-14,23:01:42,34.67,35.09,0.42,24.82,29.99,368.4,4326.4,33.3,4.151,OFF,OFF,simulator,ok
324,1781478107.166,2026-06-14,23:01:47,33.67,34.62,0.95,24.71,30.85,371.6,4403.2,32.1,3.932,OFF,OFF,simulator,ok
325,1781478112.166,2026-06-14,23:01:52,34.37,34.16,0.21,26.09,32.01,355.9,3966.5,33.13,4.013,OFF,OFF,simulator,ok
326,1781478117.167,2026-06-14,23:01:57,35.08,34.92,0.16,23.84,31.73,346.9,4285.8,33.66,4.301,OFF,OFF,simulator,ok
327,1781478122.168,2026-06-14,23:02:02,34.23,33.46,0.77,24.79,32.98,349.5,3876.6,32.77,4.052,OFF,OFF,simulator,ok
328,1781478127.167,2026-06-14,23:02:07,34.69,35.06,0.37,25.48,29.41,340.4,4113.4,33.43,4.119,OFF,OFF,simulator,ok
329,1781478132.168,2026-06-14,23:02:12,34.29,33.97,0.32,24.99,29.73,333.1,4426.4,32.87,4.055,OFF,OFF,simulator,ok
330,1781478137.168,2026-06-14,23:02:17,34.37,34.26,0.11,24.98,27.03,327.6,4054.9,32.96,4.073,OFF,OFF,simulator,ok
331,1781478142.169,2026-06-14,23:02:22,34.55,34.88,0.33,25.85,28.71,355.6,4352.4,33.31,4.067,OFF,OFF,simulator,ok
332,1781478147.171,2026-06-14,23:02:27,34.24,34.34,0.1,25.53,29.25,348.4,4129.2,32.88,4.014,OFF,OFF,simulator,ok
333,1781478152.169,2026-06-14,23:02:32,33.87,33.84,0.03,26.25,31.29,323.2,3856.8,32.54,3.895,OFF,OFF,simulator,ok
334,1781478157.170,2026-06-14,23:02:37,34.36,34.22,0.14,24.03,30.34,338.9,4109.8,32.82,4.123,OFF,OFF,simulator,ok
335,1781478162.171,2026-06-14,23:02:42,34.03,33.98,0.05,21.81,34.93,374.7,4202.8,32.17,4.166,OFF,OFF,simulator,ok
336,1781478167.173,2026-06-14,23:02:47,33.96,33.86,0.1,23.4,29.45,348.4,4215.8,32.27,4.065,OFF,OFF,simulator,ok
337,1781478172.172,2026-06-14,23:02:52,33.95,33.82,0.13,26.94,31.97,372.2,4052.6,32.73,3.875,OFF,OFF,simulator,ok
338,1781478177.173,2026-06-14,23:02:57,34.46,34.76,0.3,24.33,31.11,360.5,4056.2,32.98,4.129,OFF,OFF,simulator,ok
339,1781478182.173,2026-06-14,23:03:02,33.74,34.66,0.92,28.58,27.65,360.9,4138.2,32.72,3.744,OFF,OFF,simulator,ok
340,1781478187.173,2026-06-14,23:03:07,34.38,34.36,0.02,26.9,30.57,360.4,4407.8,33.26,3.971,OFF,OFF,simulator,ok
341,1781478192.174,2026-06-14,23:03:12,34.3,34.58,0.28,25.61,28.93,343.2,4060.9,32.97,4.024,OFF,OFF,simulator,ok
342,1781478197.175,2026-06-14,23:03:17,34.61,34.68,0.07,25.85,30.33,356.0,4024.4,33.39,4.08,OFF,OFF,simulator,ok
343,1781478202.176,2026-06-14,23:03:22,34.55,33.55,1.0,25.13,30.45,357.0,3932.1,33.2,4.106,OFF,OFF,simulator,ok
344,1781478207.176,2026-06-14,23:03:27,34.27,34.45,0.18,28.66,28.2,376.8,4283.7,33.41,3.852,OFF,OFF,simulator,ok
345,1781478212.179,2026-06-14,23:03:32,34.23,35.04,0.81,24.52,26.01,346.9,4036.2,32.73,4.067,OFF,OFF,simulator,ok
346,1781478217.177,2026-06-14,23:03:37,34.61,34.47,0.14,28.87,33.61,348.7,4139.2,33.91,3.914,OFF,OFF,simulator,ok
347,1781478222.179,2026-06-14,23:03:42,34.21,34.13,0.08,23.04,28.69,361.5,4511.6,32.52,4.142,OFF,OFF,simulator,ok
348,1781478227.178,2026-06-14,23:03:47,33.64,32.99,0.65,25.28,33.61,358.0,4564.0,32.14,3.896,OFF,OFF,simulator,ok
349,1781478232.179,2026-06-14,23:03:52,34.22,33.62,0.6,26.07,27.49,352.3,4144.9,32.94,3.981,OFF,OFF,simulator,ok
350,1781478237.180,2026-06-14,23:03:57,34.42,34.37,0.05,25.29,29.4,360.6,4146.1,33.07,4.068,OFF,OFF,simulator,ok
351,1781478242.183,2026-06-14,23:04:02,34.35,33.85,0.5,23.37,31.51,358.6,3976.2,32.72,4.156,OFF,OFF,simulator,ok
352,1781478247.180,2026-06-14,23:04:07,33.82,33.61,0.21,25.33,33.73,348.8,4341.8,32.35,3.932,OFF,OFF,simulator,ok
353,1781478252.181,2026-06-14,23:04:12,34.33,34.1,0.23,26.02,29.57,341.4,4550.7,33.07,4.008,OFF,OFF,simulator,ok
354,1781478257.181,2026-06-14,23:04:17,34.66,34.77,0.11,24.76,28.73,353.1,4125.6,33.28,4.152,OFF,OFF,simulator,ok
355,1781478262.182,2026-06-14,23:04:22,34.6,35.1,0.5,27.42,34.9,346.7,4138.8,33.63,3.992,OFF,OFF,simulator,ok
356,1781478267.189,2026-06-14,23:04:27,34.63,34.73,0.1,26.91,28.76,326.9,3892.4,33.59,4.026,OFF,OFF,simulator,ok
357,1781478272.183,2026-06-14,23:04:32,34.01,33.73,0.28,24.35,26.99,351.3,4191.8,32.45,4.026,OFF,OFF,simulator,ok
358,1781478277.184,2026-06-14,23:04:37,34.56,34.6,0.04,24.92,28.18,344.4,4131.5,33.18,4.12,OFF,OFF,simulator,ok
359,1781478282.185,2026-06-14,23:04:42,34.56,34.21,0.35,22.12,29.29,366.4,4243.3,32.8,4.274,OFF,OFF,simulator,ok
360,1781478287.185,2026-06-14,23:04:47,34.68,34.9,0.22,24.81,29.17,337.3,4327.5,33.32,4.153,OFF,OFF,simulator,ok
361,1781478292.186,2026-06-14,23:04:52,34.16,34.29,0.13,23.87,29.47,343.5,4297.5,32.56,4.086,OFF,OFF,simulator,ok
362,1781478297.186,2026-06-14,23:04:57,33.81,33.74,0.07,27.1,27.5,367.3,4155.1,32.58,3.837,OFF,OFF,simulator,ok
363,1781478302.188,2026-06-14,23:05:02,34.24,34.42,0.18,24.73,29.34,357.6,3792.0,32.77,4.058,OFF,OFF,simulator,ok
364,1781478307.196,2026-06-14,23:05:07,34.42,34.42,0.0,25.35,29.94,348.3,4466.7,33.08,4.065,OFF,OFF,simulator,ok
365,1781478312.196,2026-06-14,23:05:12,34.89,35.2,0.31,23.24,28.7,343.2,4126.2,33.34,4.29,OFF,OFF,simulator,ok
366,1781478317.196,2026-06-14,23:05:17,34.66,34.04,0.62,23.83,29.52,354.0,4021.4,33.15,4.203,OFF,OFF,simulator,ok
367,1781478322.197,2026-06-14,23:05:22,34.56,34.99,0.43,24.98,27.71,351.7,4411.0,33.19,4.117,OFF,OFF,simulator,ok
368,1781478327.198,2026-06-14,23:05:27,34.17,33.82,0.35,25.76,25.55,351.8,4358.8,32.83,3.987,OFF,OFF,simulator,ok
369,1781478332.200,2026-06-14,23:05:32,34.13,34.87,0.74,22.27,30.46,355.9,4313.9,32.34,4.165,OFF,OFF,simulator,ok
370,1781478337.198,2026-06-14,23:05:37,34.38,34.08,0.3,25.94,30.72,363.8,4136.9,33.12,4.024,OFF,OFF,simulator,ok
371,1781478342.199,2026-06-14,23:05:42,33.89,33.6,0.29,25.17,32.87,351.7,4350.3,32.41,3.956,OFF,OFF,simulator,ok
372,1781478347.202,2026-06-14,23:05:47,34.44,33.69,0.75,26.5,29.22,351.2,4210.1,33.28,4.006,OFF,OFF,simulator,ok
373,1781478352.200,2026-06-14,23:05:52,34.28,33.92,0.36,27.39,29.14,370.0,4373.9,33.22,3.923,OFF,OFF,simulator,ok
374,1781478357.202,2026-06-14,23:05:57,34.52,34.82,0.3,23.54,31.74,353.8,4103.6,32.94,4.186,OFF,OFF,simulator,ok
375,1781478362.208,2026-06-14,23:06:02,34.0,33.78,0.22,24.64,28.51,364.9,4257.9,32.47,4.009,OFF,OFF,simulator,ok
